Name(String),Dept(Integer),Salary(Integer),Tax(Integer)
Williams,4,3994300,39944
Moore,4,3454500,34546
Garcia,1,2532100,25322
Williams,2,3106800,31069
Miller,1,1623500,16236
Harris,2,1892200,18923
Davis,3,2776900,27770
Davis,1,2542800,25429
Miller,1,1526400,15265
Moore,0,27500,276
Miller,2,2908800,29089
Johnson,3,723600,7237
Harris,2,571500,5716
Anderson,0,3400000,34001
Thomas,2,3497500,34976
Davis,2,2850300,28504
Harris,2,2087000,20871
Taylor,4,542300,5413
Davis,2,1299800,12999
White,1,2079400,20795
Martin,4,2333500,23336
Brown,4,2868100,28682
Miller,3,2892100,28922
Brown,1,973400,9735
Martin,4,2065400,20655
Thomas,1,3126500,31266
Smith,2,1736000,17361
Thompson,1,2057700,20578
White,3,1669900,16700
Garcia,1,1818900,18190
Thompson,4,3788200,37883
Williams,3,891400,8915
White,3,1117700,11178
Miller,2,1103800,11039
Thomas,0,860300,8604
Davis,1,4273500,42736
Jackson,3,4056000,40561
White,2,2321000,23211
Johnson,3,1657200,16573
Harris,0,1490700,14908
Williams,4,3513500,35136
Miller,2,1667200,16673
Thomas,1,2038800,20389
Smith,1,1519600,15197
Smith,1,510100,5102
White,4,1713300,17134
Anderson,2,2779500,27796
Williams,2,2020800,20209
Garcia,4,1214800,12149
Martin,3,2670300,26704
Taylor,4,635100,6352
Jackson,1,4333000,43331
Anderson,1,3765600,37657
Williams,0,793800,7939
Thompson,0,2303300,23034
Smith,2,3539800,35399
Harris,2,3082300,30824
Taylor,4,2138400,21385
Jackson,2,3069800,30699
Wilson,0,2294900,22950
Harris,4,3023400,30235
Moore,1,2108400,21085
Brown,3,2060000,20601
Robinson,2,3129700,31287
Robinson,0,433900,4340
Wilson,0,1231400,12315
Williams,3,1739600,17397
Harris,3,768000,7681
Taylor,0,1565900,15660
Jackson,1,2438900,24390
Thomas,3,331400,3315
Martin,2,3382300,33824
Martin,2,3499900,35000
Thomas,2,4240000,42401
Williams,3,1939000,19391
Miller,4,3739500,37396
Thompson,2,2638900,26379
Thomas,0,2867900,28680
Garcia,0,1277500,12776
Jones,2,1101800,11019
Miller,3,646400,6465
Miller,3,1917200,19173
Brown,0,1608600,16087
Thompson,4,2371100,23712
Jackson,1,3021900,30220
Smith,2,3084400,30845
Williams,0,3053600,30537
Brown,2,3432500,34326
Moore,4,3714200,37143
Garcia,0,142100,1422
Anderson,2,2316800,23169
Johnson,0,2295200,22953
Miller,2,2909500,29096
Martin,0,3988700,39888
Harris,4,1106400,11065
Jones,4,614600,6147
Anderson,3,3630700,36308
White,3,1336800,13369
White,4,659500,6596
Moore,4,4256600,42567
Smith,0,760000,7601
Jackson,2,2779300,27794
Smith,4,4182000,41821
Williams,4,714900,7150
Johnson,3,696400,6965
Robinson,0,2975200,29753
Anderson,1,818300,8184
Harris,3,398600,3987
White,3,3388000,33881
Williams,2,2032500,20326
Garcia,2,2235800,22359
Thomas,1,3490900,34910
Miller,1,1743300,17434
Smith,3,461000,4611
Brown,4,4050900,40510
Martin,1,500900,5010
Martinez,4,498300,4984
Davis,4,3153300,31534
Jackson,3,472600,4727
Garcia,3,3713800,37139
Jones,4,2620800,26209
Harris,0,3370500,33706
Brown,2,2048100,20482
Thomas,2,2917500,29176
Taylor,2,350800,3509
Taylor,2,444100,4442
Thompson,1,1902200,19023
Martin,2,1241700,12418
Taylor,0,1059000,10591
Robinson,0,1675500,16756
Moore,1,2000900,20010
Martin,4,83600,837
Robinson,0,4240800,42409
Martin,2,3302400,33025
Robinson,3,3545900,35460
Robinson,1,3374300,33744
Davis,0,1508700,15088
Williams,0,3991000,39911
Martin,2,922000,9221
Martin,2,2123500,21236
Taylor,4,4300800,42998
Smith,4,4231700,42318
Martin,2,4336000,43361
Anderson,1,805400,8055
Taylor,3,258200,2583
Williams,0,3138200,31383
Thomas,2,75700,758
Robinson,1,2396100,23962
Harris,1,752300,7524
Wilson,3,683400,6835
Jones,4,3403900,34040
Brown,3,1649600,16497
Robinson,0,3315000,33151
Miller,2,675000,6751
Thompson,4,990800,9909
Jones,4,3180500,31806
Moore,4,3427800,34279
Anderson,1,3565700,35658
Miller,0,3996200,39963
Smith,4,2218100,22182
Davis,4,1438600,14387
Jones,1,948500,9486
Davis,4,330800,3309
Anderson,1,3248400,32485
Thomas,4,1094800,10949
Johnson,0,2152400,21525
Moore,3,2500200,25003
Martin,1,1855400,18555
Taylor,2,1603100,16032
Thompson,0,3135300,31354
Williams,1,615900,6160
Thomas,4,3101000,31011
Garcia,3,863000,8631
Thompson,0,189500,1896
Thompson,0,2044400,20445
Harris,3,3925000,39251
Moore,4,3087600,30877
Miller,4,4042100,40422
Garcia,0,1382400,13825
Garcia,4,4135400,41355
Martin,4,3946300,39464
Harris,0,2105700,21058
Johnson,0,1500700,15008
Taylor,4,691600,6917
Garcia,0,2292600,22927
Martinez,1,4110000,41101
Thomas,0,655800,6559
White,1,545300,5454
Martinez,0,1901600,19017
Williams,1,3528300,35284
Taylor,1,1930000,19301
Robinson,1,3313100,33132
Williams,0,4140800,41409
Robinson,4,1923300,19234
Wilson,2,545000,5451
Harris,3,1881100,18812
Harris,0,499900,5000
Thomas,3,2576200,25763
Martinez,3,2023200,20233
Martin,4,3830200,38303
Brown,2,3022700,30228
Thomas,3,2454200,24543
Thompson,4,4174200,41743
Taylor,1,1104400,11045
Robinson,4,979800,9799
Johnson,1,4019900,40200
Garcia,1,723800,7239
Johnson,1,1670800,16709
Martin,2,1489500,14896
Thomas,4,203200,2033
Martin,3,4164800,41649
Miller,3,707000,7071
Harris,0,2588900,25890
Miller,2,3246000,32461
Wilson,1,3513000,35131
Taylor,1,2673600,26737
Robinson,3,2948300,29484
Jones,3,3168300,31684
Garcia,4,2014500,20146
Martin,4,3810800,38109
Thompson,2,929200,9293
Martinez,1,2683200,26833
Martin,2,1050100,10502
Martinez,4,2414000,24141
Garcia,0,3673300,36734
Garcia,2,1169000,11691
Jones,0,570800,5709
Miller,2,3409400,34095
Anderson,0,2740200,27403
Miller,3,2877500,28776
Brown,1,3984900,39850
Martinez,0,3948000,39481
Johnson,4,750100,7502
Robinson,4,2635800,26359
Miller,3,484800,4849
White,0,3931100,39312
Thomas,0,1193000,11931
Johnson,0,424400,4245
Smith,1,2307800,23079
White,2,3031900,30309
Johnson,1,2197500,21976
Smith,1,3173100,31732
Thomas,2,1389600,13897
Harris,1,2871600,28717
Wilson,4,2606600,26067
Moore,0,1838600,18387
White,2,238000,2381
Jones,4,567400,5675
Jones,1,688900,6890
Williams,1,2739500,27396
Johnson,0,4305300,43054
Wilson,0,2295600,22957
Moore,4,1050800,10509
Jones,4,1445600,14457
Smith,1,2110400,21105
Wilson,1,161300,1614
Moore,1,4241400,42415
Thompson,3,1458900,14590
Johnson,1,1666300,16664
Smith,0,664700,6648
Anderson,2,1693000,16931
Smith,0,2234200,22332
Moore,0,929900,9300
White,3,1535900,15360
Martinez,3,380800,3809
Garcia,0,624200,6243
Jones,3,2494000,24941
Miller,0,3911300,39114
Martin,4,2508100,25082
Johnson,2,3973400,39724
Garcia,3,76500,766
Moore,0,1842600,18427
Robinson,0,2309100,23092
Johnson,3,2951500,29516
Wilson,0,988800,9889
Martinez,4,4163100,41632
Thomas,0,3680800,36809
Harris,2,1799200,17993
Thompson,3,554400,5545
Miller,0,3516400,35165
Garcia,2,2734300,27344
Moore,3,1744100,17442
Thomas,2,726600,7267
White,0,2050800,20509
Wilson,3,1671300,16714
Garcia,2,191500,1916
Thompson,0,4102700,41028
Thompson,3,3366900,33670
Martinez,1,864400,8645
Davis,2,1061400,10615
Davis,3,628600,6287
White,3,2478000,24781
Davis,1,128600,1287
Anderson,2,3373400,33735
Thompson,2,1121500,11216
Wilson,1,3369300,33694
Johnson,1,1431800,14319
Wilson,1,4361500,43616
Miller,4,1048000,10481
Moore,0,1210400,12105
Moore,2,300800,3009
Jones,4,3456600,34567
Jackson,3,3482500,34826
Martinez,0,976000,9761
Thomas,4,3432100,34322
Brown,0,1324700,13248
Garcia,3,1630400,16305
Miller,2,145000,1451
Anderson,0,1261400,12615
Johnson,1,1284600,12847
Thompson,0,1777300,17774
Martinez,2,3006400,30065
Anderson,4,4138100,41382
Jones,3,3461700,34618
Smith,0,2501100,25012
Martinez,4,4047200,40473
Martinez,3,2728600,27287
Moore,3,366900,3670
Wilson,4,3621000,36211
Anderson,2,3549600,35497
Anderson,1,742900,7430
Garcia,2,3475300,34754
Johnson,2,4097600,40977
Thomas,3,1125300,11254
Moore,1,525500,5256
Williams,3,1055300,10554
Williams,4,3354100,33542
Smith,4,891100,8912
Moore,0,1555900,15560
Jackson,4,3165100,31652
Thomas,4,2482600,24827
Martin,2,956200,9563
Taylor,0,2148500,21486
Thompson,0,3546200,35463
Johnson,3,1563600,15637
White,0,2996800,29969
Jackson,1,168200,1683
Martin,3,956900,9570
Davis,4,1581100,15812
Moore,2,3357900,33580
Taylor,4,3375200,33753
Garcia,2,3260800,32609
Anderson,4,66900,670
White,0,1141600,11417
Williams,1,3276600,32767
Anderson,1,3962000,39621
White,3,3419900,34200
Martinez,3,22600,227
Wilson,4,1376400,13765
Smith,4,3829400,38295
Thomas,3,339100,3392
Wilson,1,2826400,28265
Williams,3,2639500,26396
Taylor,2,2397100,23972
Davis,3,1614100,16142
White,1,3102000,31021
Miller,3,3232700,32328
Brown,4,3495500,34956
Davis,1,3965300,39654
Brown,4,4299900,43000
Thompson,0,1169600,11697
Martinez,2,4113300,41134
Thompson,4,2439000,24391
Wilson,4,4275200,42753
Brown,0,4192700,41928
Taylor,2,2858000,28581
Taylor,0,3992500,39926
Johnson,3,4162100,41622
Jackson,0,2491300,24914
Brown,3,3059000,30591
Miller,1,2402200,24023
Garcia,0,354400,3545
Williams,0,226400,2265
Harris,0,83200,833
Martinez,3,4104700,41048
Brown,1,3586300,35864
Jackson,1,3462400,34625
Wilson,1,3964500,39646
Harris,3,1226000,12261
White,1,2899100,28992
Moore,3,2853600,28537
Jones,1,3396500,33966
Thomas,3,3421500,34216
Martin,3,2275200,22753
Jones,2,744800,7449
Martin,0,3267800,32679
Martin,3,928800,9289
Anderson,0,1799100,17992
White,0,1559300,15594
Brown,2,3129800,31299
Smith,0,1947600,19477
Thomas,0,309700,3087
Thomas,3,1627800,16279
Jackson,4,1363900,13640
Moore,4,3234300,32344
Moore,2,2939700,29398
Jones,2,2969400,29695
Harris,1,3912300,39124
Garcia,2,3219100,32192
Robinson,0,3104500,31046
Brown,2,968400,9685
Garcia,2,1213900,12140
Robinson,1,2407200,24073
Smith,3,3701500,37016
Moore,1,2818000,28181
Anderson,1,4276700,42768
Thompson,3,2753800,27539
Thomas,1,1441100,14412
Martin,3,201900,2020
Smith,3,4258500,42586
Thomas,3,3615800,36159
Davis,2,2000,21
Johnson,0,409600,4097
Robinson,4,351900,3520
Thompson,2,1328100,13282
Martinez,3,2582200,25823
White,2,1736400,17365
Garcia,0,1139000,11391
Wilson,4,914400,9145
Thompson,3,3040400,30405
Miller,1,3784800,37849
Thompson,0,3025200,30253
Miller,4,1073100,10732
Anderson,4,2927200,29273
Thompson,0,2659900,26600
Miller,2,3876400,38765
Johnson,1,1260100,12602
Harris,3,4122700,41228
Davis,2,1599700,15998
Jackson,1,253500,2536
Thomas,3,107400,1075
Harris,2,2815900,28160
Martinez,0,340600,3407
Smith,3,581000,5811
Smith,0,1908700,19088
Johnson,1,3288900,32890
Anderson,1,2321500,23216
Garcia,3,3514000,35141
Jackson,3,1185200,11853
White,4,735100,7352
Harris,0,1866800,18669
Brown,3,3442600,34427
Robinson,1,780100,7802
Thompson,3,2561300,25614
Davis,1,3593000,35931
Martinez,3,2567300,25674
Smith,0,3608400,36085
Thomas,2,1772700,17728
Martin,1,3241900,32420
Anderson,1,3669500,36696
Robinson,2,2430800,24309
Miller,3,4081800,40819
Moore,2,3522700,35228
Jones,4,1410200,14103
Martin,0,2242600,22427
Moore,2,4108800,41089
Garcia,2,526900,5270
Anderson,4,797000,7971
Jackson,0,138200,1383
Smith,4,3437800,34379
Thompson,3,1507500,15076
Smith,2,311900,3120
Taylor,4,3321600,33217
Moore,1,3369500,33696
Moore,2,951700,9518
Miller,4,2809700,28098
Jones,1,3237900,32380
Brown,4,974400,9745
Taylor,3,3966000,39661
Taylor,1,1738100,17382
Thompson,3,2973600,29737
Wilson,4,1133600,11337
Martinez,4,3120600,31207
Johnson,4,4270800,42709
Thomas,1,1122100,11222
Harris,1,2376900,23770
Williams,4,515100,5152
Taylor,1,1990000,19901
Martin,2,957800,9579
Johnson,3,3918100,39182
Harris,4,2291200,22913
Harris,1,1321000,13211
Harris,0,965800,9659
Smith,0,3774000,37741
Jones,3,1027700,10278
Martin,4,4238300,42384
Thomas,2,2357800,23579
Jackson,3,2932300,29324
Garcia,0,928400,9285
Jones,0,741200,7413
Johnson,3,2574000,25730
Martinez,2,3184100,31842
Moore,2,402000,4021
Moore,1,2600800,26009
Brown,4,750300,7504
Smith,2,3352600,33516
Smith,4,2155300,21543
Miller,1,3464800,34649
Williams,2,1199200,11993
Johnson,4,823500,8236
Martinez,3,3849900,38500
Smith,0,2799900,28000
Wilson,1,933100,9332
Martin,2,3042600,30427
White,4,3218900,32190
Brown,0,3713000,37131
Jackson,2,3383600,33837
Miller,3,2498100,24982
Martinez,2,436900,4370
Davis,4,3876500,38766
Martinez,3,4167000,41671
Anderson,4,2775600,27757
Williams,4,667300,6674
Brown,0,834000,8341
Johnson,1,2687100,26872
White,2,3738000,37381
Garcia,1,2634800,26349
Williams,0,2523300,25234
Thomas,3,2129000,21291
Davis,0,746200,7463
Martin,3,2453900,24540
Miller,3,3143700,31438
Garcia,2,3079700,30798
Thomas,3,222000,2221
Taylor,3,429100,4292
Martin,4,839200,8393
Garcia,1,1152100,11522
Robinson,2,2670400,26705
Harris,4,1226600,12267
Davis,4,3970200,39703
Johnson,4,145200,1453
Martin,2,4107200,41073
White,0,292300,2924
Jones,0,1943200,19433
Miller,1,3316000,33161
Jackson,0,275000,2751
Thompson,2,4279600,42797
Taylor,4,1620200,16203
Wilson,0,3572300,35724
Taylor,1,3352100,33522
Williams,4,2560700,25608
Anderson,0,3449800,34499
Miller,3,1001100,10012
Johnson,3,2487800,24879
Johnson,2,1243900,12440
Thomas,4,2216800,22169
Johnson,2,1457000,14571
Thompson,1,3868100,38682
Harris,4,840000,8401
Martin,3,2135300,21354
Thomas,4,3508000,35081
Wilson,3,2411300,24114
Williams,4,768500,7686
Robinson,4,3018700,30188
White,3,2856300,28564
Jackson,3,3291100,32912
Anderson,1,2653200,26533
Taylor,1,1810200,18103
Martin,3,1603300,16034
Martinez,1,3792100,37922
Garcia,0,2788600,27887
Smith,2,3396200,33963
Anderson,3,1885100,18852
Moore,3,2644700,26448
Martinez,4,1613600,16137
Brown,3,755000,7551
Anderson,0,3935800,39359
Miller,3,1020200,10203
Miller,1,3687800,36879
Martin,2,2161600,21617
Robinson,3,3104100,31042
Martinez,2,2299800,22999
Taylor,1,48500,486
Thompson,4,2452600,24527
Jackson,2,1943000,19431
Williams,2,2925400,29255
White,2,1529800,15299
Johnson,0,3010000,30090
Williams,4,875700,8758
Jackson,0,3419300,34194
Moore,2,4319000,43191
Brown,2,1317300,13174
Wilson,3,694000,6941
Harris,0,3361900,33620
Jones,2,1049900,10500
Garcia,0,4042500,40426
Martin,2,1510200,15103
Garcia,3,1422200,14223
Brown,3,300200,3003
Miller,1,2067300,20674
Miller,2,1620900,16210
Smith,2,2158600,21587
Thompson,4,1485700,14858
Brown,2,2747400,27475
Brown,3,618100,6182
Harris,3,2208000,22070
Jones,0,3971700,39718
Brown,2,626800,6269
Anderson,4,2706800,27069
Brown,1,3315600,33157
Martin,4,4315700,43158
Davis,1,1486000,14850
Harris,3,3953300,39534
Martinez,3,592100,5922
Smith,1,871100,8712
Garcia,1,511800,5119
Anderson,2,3622000,36221
Thompson,4,4193700,41938
Williams,3,373100,3732
Anderson,4,2144100,21442
Martinez,1,2745800,27459
Wilson,2,622500,6226
Davis,0,4137400,41375
Davis,1,4057900,40580
Martin,1,2905400,29044
Harris,3,3025800,30259
Martin,4,549500,5496
Taylor,3,2946600,29467
Robinson,4,2030700,20308
Martin,2,112200,1123
Miller,0,1809100,18092
Martinez,3,3839100,38392
Taylor,4,3009600,30097
Martinez,1,3336700,33368
Miller,3,1269100,12692
Williams,0,316500,3166
Brown,2,2038900,20390
Johnson,0,691200,6913
Moore,3,2564800,25649
Garcia,4,1705500,17056
Anderson,2,3991400,39915
Moore,4,3335000,33351
Garcia,3,2021500,20216
Moore,4,1861700,18618
Martin,4,2468200,24683
Wilson,3,187300,1874
Davis,0,3057500,30576
Thomas,2,1137700,11378
Taylor,0,1039900,10400
Thomas,1,1378000,13781
Brown,2,2343200,23433
Miller,2,1676600,16767
Thomas,4,1683300,16834
Wilson,3,3053100,30532
Garcia,0,802500,8026
Miller,2,720300,7204
Martinez,2,1130300,11304
Robinson,3,3907100,39072
Robinson,4,336600,3367
Anderson,4,529400,5295
Thomas,0,2325800,23259
Wilson,2,1847700,18478
Moore,4,2772700,27728
Martin,1,549900,5500
Davis,0,3081800,30819
Miller,2,2114500,21146
Brown,3,235900,2360
Garcia,3,2666800,26669
Johnson,1,1883500,18836
Williams,3,1174700,11748
Smith,4,756600,7567
Thompson,3,178200,1783
Thomas,3,1294500,12946
Williams,3,2424100,24242
Thomas,3,620200,6203
White,1,2777800,27779
Martinez,0,2676300,26764
Garcia,4,3240900,32410
White,2,662700,6628
Harris,4,250100,2502
Smith,3,2319900,23200
Thompson,2,1642000,16421
Johnson,1,1877600,18777
Garcia,0,2996300,29964
White,2,904500,9046
Thompson,1,542600,5427
Davis,4,646300,6464
Brown,0,2236500,22366
Robinson,3,3624000,36241
Thompson,4,2237300,22374
Wilson,0,3428200,34283
Robinson,4,2560100,25602
Moore,2,3929600,39297
Garcia,4,3750300,37504
Martinez,1,3506300,35064
Moore,4,3492300,34924
Harris,2,4228400,42285
Moore,3,3040600,30407
Smith,3,52800,529
White,3,2941800,29419
Smith,0,207500,2076
Anderson,3,1257100,12572
Jackson,3,1488100,14882
Moore,2,2905100,29052
Anderson,2,2651600,26517
Garcia,0,4176900,41770
Jackson,4,1960800,19609
Thompson,0,2856500,28566
Anderson,0,1137200,11373
Johnson,0,841000,8411
Smith,1,1168700,11688
Martinez,2,2316600,23167
Harris,3,2039900,20400
Thompson,4,197200,1973
Williams,2,3677300,36774
Martin,1,764700,7648
Robinson,2,3914600,39147
Miller,2,653600,6537
Taylor,3,3094500,30946
Wilson,2,607500,6076
Davis,2,3259600,32597
Thomas,2,2948600,29487
Wilson,3,105200,1053
Jones,0,3475700,34758
Thompson,2,207700,2078
Johnson,3,3441800,34419
White,2,102800,1029
Harris,3,3547100,35472
Davis,0,3583000,35831
Miller,4,1994200,19943
Brown,3,2813900,28140
Taylor,0,267500,2676
Harris,3,3691300,36914
Thompson,0,1683200,16833
Robinson,4,2919100,29181
Martinez,0,2400000,24001
Miller,2,1050400,10505
Martin,0,859100,8592
White,0,108100,1082
Thomas,0,4322200,43223
Jones,1,1959800,19599
Harris,3,3052800,30529
Anderson,1,3904900,39050
Jackson,0,245500,2456
Smith,2,3827000,38271
Moore,3,2562700,25628
Anderson,1,457300,4574
White,2,255800,2559
Wilson,4,2733200,27333
Wilson,1,1539200,15393
Taylor,3,1711500,17116
Smith,2,1654400,16545
Williams,0,2391100,23912
Harris,2,3388600,33887
Harris,0,4163400,41635
Garcia,1,365900,3660
Thompson,4,4292900,42930
Johnson,3,2548700,25488
White,3,3572200,35723
Johnson,3,2172100,21722
Miller,2,2144600,21447
Martinez,4,2947300,29474
Johnson,3,2162000,21621
Thomas,3,2839300,28394
Davis,0,2257700,22578
Taylor,0,10900,110
Jackson,2,3817900,38180
Jackson,4,2054000,20541
Thomas,3,3140000,31401
Garcia,3,1597600,15977
Martinez,0,382300,3824
Jackson,4,3498600,34987
Garcia,0,2697400,26975
Moore,2,2792300,27924
Smith,2,2425700,24258
Moore,3,507900,5080
Brown,4,4221900,42220
Garcia,2,3259300,32594
Anderson,2,3244900,32450
Martinez,2,2634200,26343
White,4,1246300,12464
Thomas,2,2554700,25548
Jackson,1,2044200,20443
Robinson,2,2317500,23176
Jackson,3,811900,8120
Robinson,4,3848300,38484
Anderson,1,2224900,22250
Taylor,2,1814400,18145
Moore,2,2659800,26599
Williams,4,2881100,28812
Harris,4,92400,925
Taylor,3,3730900,37310
Johnson,1,1033700,10338
Williams,4,2741600,27417
Martin,4,144300,1444
Smith,1,2549000,25491
Wilson,0,2139300,21394
Moore,2,2985300,29854
Smith,2,2877000,28771
Miller,0,4026500,40266
Martin,4,3799700,37998
Moore,2,125000,1251
Harris,4,172800,1729
Johnson,0,2661100,26612
Wilson,1,1660000,16601
Anderson,3,140900,1410
Miller,0,1355900,13560
Thomas,2,3465300,34654
Thompson,3,2730700,27308
Harris,4,1598900,15990
Davis,4,895400,8955
Wilson,3,2105800,21059
White,2,3639000,36391
Thompson,4,2574500,25746
Brown,2,2961100,29612
Davis,4,3568400,35685
Martinez,1,4081900,40820
Taylor,4,2690000,26901
Jones,3,1934600,19347
Brown,1,4075200,40753
Smith,1,424300,4244
Jones,0,3843200,38433
Smith,1,1040500,10406
Wilson,2,2123300,21234
Davis,1,1926900,19270
Thomas,1,647700,6478
Smith,4,591400,5915
Anderson,0,2568400,25685
Johnson,2,3824500,38246
Robinson,3,4269000,42691
Wilson,3,3216100,32162
Thompson,0,653300,6534
Taylor,4,3273600,32737
Anderson,1,4322600,43227
Garcia,1,3528200,35283
Williams,3,3367100,33672
Smith,0,272000,2721
Wilson,1,4368200,43683
Miller,0,3854800,38549
Brown,3,4086600,40867
Anderson,3,3187900,31880
Anderson,0,2438200,24383
Williams,1,703500,7036
Jackson,0,4205100,42052
Davis,3,4150300,41504
Smith,4,2961000,29611
White,3,2491500,24916
Davis,1,728400,7285
Smith,1,3547000,35471
Jones,0,2685000,26851
Thomas,1,1549100,15492
Jones,4,1212100,12122
Smith,1,3974800,39749
Thomas,1,2277200,22773
Garcia,2,2498300,24984
Smith,0,4122300,41224
Williams,1,833900,8340
Thompson,0,2696000,26961
Robinson,3,1425400,14255
Martin,2,1043900,10440
Martin,0,4244400,42445
Garcia,3,2781000,27811
Davis,2,966600,9667
Davis,1,210300,2104
Miller,2,3599600,35997
Robinson,3,2274800,22749
Thompson,2,2502000,25021
Jones,2,2183000,21831
Jones,1,2885800,28859
Taylor,4,1568100,15682
Martinez,1,4187700,41878
White,0,2899400,28995
Wilson,4,1031200,10313
Martinez,3,3230900,32310
Jackson,0,2534900,25350
Thompson,0,2503300,25034
Thompson,0,2173100,21732
Jones,1,255300,2554
Martinez,0,4186600,41867
Martin,1,3199800,31999
Jones,0,2110300,21104
Harris,4,2143300,21434
Robinson,3,1385400,13855
Johnson,2,3148100,31482
Anderson,1,3134600,31347
Williams,2,3151900,31509
Brown,0,2959500,29596
Harris,4,1874900,18750
Robinson,0,1732000,17321
Thomas,0,3214500,32146
Taylor,1,3296400,32965
Martinez,0,3051700,30518
Robinson,1,1543000,15431
White,0,172700,1728
Anderson,2,951300,9514
Thompson,1,2355900,23560
Jones,4,3187400,31875
Wilson,2,4155900,41560
Jones,0,2077700,20778
Martin,0,662600,6627
Johnson,1,1262400,12625
Johnson,1,2951900,29520
Martin,3,3585200,35853
Harris,4,1516600,15167
Smith,2,1575000,15751
Jones,0,1082800,10829
Jackson,2,4188000,41881
Martin,2,2029600,20297
Miller,0,625500,6256
Brown,3,1013900,10140
Williams,2,1260000,12601
Jones,4,626500,6266
Harris,4,4129200,41293
Williams,2,594900,5950
Brown,1,3595000,35951
Miller,2,199800,1999
Anderson,0,950300,9504
Thomas,4,3245100,32452
Smith,1,2276600,22767
Harris,1,984500,9846
Jones,0,553100,5532
Thomas,3,799400,7995
Johnson,0,1473800,14739
